Key,Avg_CPU_Usage,Avg_Memory_MB,Duration_s,Estimated_Heat
machine_332838687,0.0,78.93,0.0,0.0
machine_529726277,0.0,78.93,0.0,0.0
machine_206235026,0.0,78.93,0.0,0.0
machine_645119665,0.0,78.93,0.0,0.0
machine_300542726,0.0,78.93,0.0,0.0
machine_82704958,0.0,78.93,0.0,0.0
machine_575365395,0.0,78.93,0.0,0.0
machine_805216427,0.0,78.93,0.0,0.0
machine_510895786,0.0,78.93,0.0,0.0
machine_503108785,0.0,78.93,0.0,0.0
machine_745689806,0.0,78.93,0.0,0.0
machine_648807387,0.0,78.93,0.0,0.0
machine_267232530,0.0,78.93,0.0,0.0
machine_319574168,0.0,78.93,0.0,0.0
machine_386747692,0.0,78.93,0.0,0.0
machine_581920484,0.0,78.93,0.0,0.0
machine_555272517,0.0,78.93,0.0,0.0
machine_401594430,0.0,78.93,0.0,0.0
machine_200059049,0.0,78.93,0.0,0.0
machine_275224273,0.0,78.93,0.0,0.0
machine_566433505,0.0,78.93,0.0,0.0
machine_395201275,0.0,78.93,0.0,0.0
machine_485049163,0.0,78.93,0.0,0.0
machine_162551422,64.3,78.93,0.0,0.0001
machine_104287472,0.0,78.93,0.0,0.0
machine_373010246,0.0,78.93,0.0,0.0
machine_115636366,0.0,78.93,0.0,0.0
machine_602100929,0.0,78.93,0.0,0.0
machine_297673660,0.0,78.93,0.0,0.0
machine_42466546,0.0,78.93,0.0,0.0
machine_149328738,0.0,78.94,0.0,0.0
machine_203511530,0.0,78.94,0.0,0.0
machine_174546678,0.0,78.94,0.0,0.0
machine_161017208,0.0,78.94,0.0,0.0
machine_82368172,0.0,78.94,0.0,0.0
machine_821656841,0.0,78.94,0.0,0.0
machine_490085333,0.0,78.94,0.0,0.0
machine_701651608,0.0,78.94,0.0,0.0
machine_147172738,0.0,78.94,0.0,0.0
machine_247676796,0.0,78.94,0.0,0.0
machine_525513296,0.0,78.94,0.0,0.0
machine_448036002,0.0,78.94,0.0,0.0
machine_590733953,0.0,78.94,0.0,0.0
machine_487978991,0.0,78.94,0.0,0.0
machine_830074535,0.0,78.94,0.0,0.0
machine_471130868,0.0,78.94,0.0,0.0
machine_584816853,0.0,78.94,0.0,0.0
machine_495555130,0.0,78.94,0.0,0.0
machine_286394029,0.0,78.94,0.0,0.0
machine_252131015,0.0,78.94,0.0,0.0
machine_738712879,0.0,78.94,0.0,0.0
machine_396119716,0.0,78.95,0.0,0.0
machine_151229391,0.0,78.95,0.0,0.0
machine_310376012,0.0,78.95,0.0,0.0
machine_187793313,0.0,78.95,0.0,0.0
machine_254361491,0.0,78.95,0.0,0.0
machine_512966633,0.0,78.95,0.0,0.0
machine_100681893,0.0,78.95,0.0,0.0
machine_636717755,0.0,78.95,0.0,0.0
machine_84247534,0.0,78.95,0.0,0.0
machine_271875364,0.0,78.95,0.0,0.0
machine_333424308,0.0,78.95,0.0,0.0
machine_474214668,0.0,78.95,0.0,0.0
machine_287671039,0.0,78.95,0.0,0.0
machine_753530367,0.0,78.95,0.0,0.0
machine_399875609,0.0,78.95,0.0,0.0
machine_279760961,0.0,78.95,0.0,0.0
machine_562469618,0.0,78.95,0.0,0.0
machine_649257513,0.0,78.95,0.0,0.0
machine_236662353,0.0,78.95,0.0,0.0
machine_328595124,0.0,78.95,0.0,0.0
machine_270377390,0.0,78.95,0.0,0.0
machine_717545135,0.0,78.95,0.0,0.0
machine_80856309,0.0,78.95,0.0,0.0
machine_60011551,0.0,78.95,0.0,0.0
machine_610224154,0.0,78.95,0.0,0.0
machine_221649759,0.0,78.95,0.0,0.0
machine_87343770,0.0,78.95,0.0,0.0
machine_310851439,0.0,78.95,0.0,0.0
machine_126295687,0.0,78.95,0.0,0.0
machine_64151472,0.0,78.95,0.0,0.0
machine_834518310,0.0,78.95,0.0,0.0
machine_718048073,0.0,78.95,0.0,0.0
machine_547554483,0.0,78.95,0.0,0.0
machine_666393591,0.0,78.95,0.0,0.0
machine_764806117,0.0,78.95,0.0,0.0
machine_842716287,0.0,78.95,0.0,0.0
machine_546974084,0.0,78.95,0.0,0.0
machine_356560826,0.0,78.95,0.0,0.0
machine_195990756,0.0,78.95,0.0,0.0
machine_258835151,0.0,78.95,0.0,0.0
machine_731687300,0.0,78.95,0.0,0.0
machine_740067520,0.0,78.95,0.0,0.0
machine_208064845,0.0,78.96,0.0,0.0
machine_196703347,0.0,78.96,0.0,0.0
machine_674426242,0.0,78.96,0.0,0.0
machine_50330591,0.0,78.96,0.0,0.0
machine_794449276,0.0,78.96,0.0,0.0
machine_293403382,0.0,78.96,0.0,0.0
machine_141789036,0.0,78.96,0.0,0.0
machine_214785572,0.0,78.96,0.0,0.0
machine_771205036,62.5,78.96,0.0,0.0001
machine_322608248,0.0,78.96,0.0,0.0
machine_363763397,0.0,78.96,0.0,0.0
machine_272378475,0.0,78.96,0.0,0.0
machine_250701054,0.0,78.96,0.0,0.0
machine_272057860,0.0,78.96,0.0,0.0
machine_764525672,0.0,78.96,0.0,0.0
machine_18059317,0.0,78.96,0.0,0.0
machine_282609694,0.0,78.96,0.0,0.0
machine_324705723,0.0,78.96,0.0,0.0
machine_436693249,0.0,78.96,0.0,0.0
machine_601335620,0.0,78.96,0.0,0.0
machine_732386490,0.0,78.96,0.0,0.0
machine_421579806,0.0,78.96,0.0,0.0
machine_516922575,0.0,78.96,0.0,0.0
machine_800515291,0.0,78.96,0.0,0.0
machine_731836537,0.0,78.96,0.0,0.0
machine_593116848,0.0,78.96,0.0,0.0
machine_804383433,0.0,78.96,0.0,0.0
machine_408513267,0.0,78.96,0.0,0.0
machine_428008624,0.0,78.96,0.0,0.0
machine_247156366,0.0,78.96,0.0,0.0
machine_413698844,0.0,78.96,0.0,0.0
machine_119289430,0.0,78.96,0.0,0.0
machine_588233426,0.0,78.96,0.0,0.0
machine_202340203,0.0,78.96,0.0,0.0
machine_637750897,0.0,78.96,0.0,0.0
machine_719128391,0.0,78.96,0.0,0.0
machine_326219372,0.0,78.96,0.0,0.0
machine_565680950,0.0,78.96,0.0,0.0
machine_440633765,0.0,78.96,0.0,0.0
machine_426554705,0.0,78.96,0.0,0.0
machine_514055709,0.0,78.96,0.0,0.0
machine_632113647,0.0,78.96,0.0,0.0
machine_512290782,0.0,78.96,0.0,0.0
machine_109413955,0.0,78.96,0.0,0.0
machine_395942738,0.0,78.96,0.0,0.0
machine_332621918,0.0,78.96,0.0,0.0
machine_623688579,0.0,78.96,0.0,0.0
machine_31583361,0.0,78.97,0.0,0.0
machine_565675899,0.0,78.97,0.0,0.0
machine_178097676,0.0,78.97,0.0,0.0
machine_68271843,0.0,78.97,0.0,0.0
machine_759972297,0.0,78.97,0.0,0.0
machine_475804736,0.0,78.97,0.0,0.0
machine_191848138,0.0,78.97,0.0,0.0
machine_151838042,0.0,78.97,0.0,0.0
machine_788018688,0.0,78.97,0.0,0.0
machine_371515942,0.0,78.97,0.0,0.0
machine_33801732,0.0,78.97,0.0,0.0
machine_298875773,0.0,78.97,0.0,0.0
machine_372180778,0.0,78.97,0.0,0.0
machine_54639379,0.0,78.97,0.0,0.0
machine_541879301,0.0,78.97,0.0,0.0
machine_189494413,0.0,78.97,0.0,0.0
machine_230816834,0.0,78.97,0.0,0.0
machine_287378476,0.0,78.97,0.0,0.0
machine_711645415,0.0,78.98,0.0,0.0
machine_548480572,0.0,78.98,0.0,0.0
machine_376336230,0.0,78.98,0.0,0.0
machine_640125730,0.0,78.98,0.0,0.0
machine_789738963,0.0,78.98,0.0,0.0
machine_597910687,0.0,78.98,0.0,0.0
machine_29522377,0.0,78.98,0.0,0.0
machine_15441888,0.0,78.98,0.0,0.0
machine_57956727,0.0,78.98,0.0,0.0
machine_827260897,0.0,78.98,0.0,0.0
machine_491856960,0.0,78.98,0.0,0.0
machine_312742781,0.0,78.98,0.0,0.0
machine_240672690,0.0,78.98,0.0,0.0
machine_233473825,0.0,78.98,0.0,0.0
machine_383299159,0.0,78.98,0.0,0.0
machine_365799327,0.0,78.98,0.0,0.0
machine_409614868,0.0,78.98,0.0,0.0
machine_94508188,0.0,78.98,0.0,0.0
machine_687808275,0.0,78.98,0.0,0.0
machine_605986531,0.0,78.98,0.0,0.0
machine_389738003,0.0,78.98,0.0,0.0
machine_131438732,0.0,78.98,0.0,0.0
machine_700625739,0.0,78.98,0.0,0.0
machine_272784097,0.0,78.98,0.0,0.0
machine_54696044,0.0,78.98,0.0,0.0
machine_100360713,0.0,78.98,0.0,0.0
machine_164687595,33.35,78.98,0.0,0.0001
machine_703700063,0.0,78.98,0.0,0.0
machine_49100129,0.0,78.98,0.0,0.0
machine_382929464,0.0,78.98,0.0,0.0
machine_27752610,0.0,78.98,0.0,0.0
machine_168716147,0.0,78.98,0.0,0.0
machine_678074987,0.0,78.98,0.0,0.0
machine_716926440,0.0,78.98,0.0,0.0
machine_621988316,0.0,78.98,0.0,0.0
machine_787371945,0.0,78.98,0.0,0.0
machine_231159872,0.0,78.98,0.0,0.0
machine_225286334,0.0,78.98,0.0,0.0
machine_271085784,0.0,78.98,0.0,0.0
machine_595527653,0.0,78.98,0.0,0.0
machine_768216792,0.0,78.98,0.0,0.0
machine_317859944,0.0,78.98,0.0,0.0
machine_708175043,0.0,78.98,0.0,0.0
machine_391854682,0.0,78.98,0.0,0.0
machine_76339045,0.0,78.98,0.0,0.0
machine_344298478,0.0,78.98,0.0,0.0
machine_831608073,0.0,78.99,0.0,0.0
machine_804395755,0.0,78.99,0.0,0.0
machine_38483597,0.0,78.99,0.0,0.0
machine_273411675,0.0,78.99,0.0,0.0
machine_251443802,0.0,78.99,0.0,0.0
machine_750132012,0.0,78.99,0.0,0.0
machine_729903118,0.0,78.99,0.0,0.0
machine_393299503,0.0,78.99,0.0,0.0
machine_695802343,0.0,78.99,0.0,0.0
machine_244351170,0.0,78.99,0.0,0.0
machine_499458580,0.0,78.99,0.0,0.0
machine_217425789,0.0,78.99,0.0,0.0
machine_424670662,0.0,78.99,0.0,0.0
machine_691035743,0.0,78.99,0.0,0.0
machine_330301860,0.0,78.99,0.0,0.0
machine_362158304,0.0,78.99,0.0,0.0
machine_808048876,0.0,78.99,0.0,0.0
machine_712546172,0.0,78.99,0.0,0.0
machine_568647944,0.0,79.0,0.0,0.0
machine_852634152,0.0,79.0,0.0,0.0
machine_363216710,0.0,79.0,0.0,0.0
machine_73886422,0.0,79.0,0.0,0.0
machine_228064978,0.0,79.0,0.0,0.0
machine_517782609,0.0,79.0,0.0,0.0
machine_388425040,0.0,79.0,0.0,0.0
machine_483924553,0.0,79.0,0.0,0.0
machine_563494810,0.0,79.0,0.0,0.0
machine_367497363,0.0,79.0,0.0,0.0
machine_704851001,0.0,79.0,0.0,0.0
machine_190612714,0.0,79.0,0.0,0.0
machine_521150300,0.0,79.0,0.0,0.0
machine_209858831,0.0,79.0,0.0,0.0
machine_551317584,0.0,79.0,0.0,0.0
machine_248541373,0.0,79.0,0.0,0.0
machine_486046822,0.0,79.0,0.0,0.0
machine_240809737,0.0,79.0,0.0,0.0
machine_737233328,0.0,79.0,0.0,0.0
machine_425903215,0.0,79.0,0.0,0.0
machine_256527813,0.0,79.0,0.0,0.0
machine_755629104,0.0,79.0,0.0,0.0
machine_736058763,0.0,79.0,0.0,0.0
machine_795945837,0.0,79.0,0.0,0.0
machine_463201236,0.0,79.0,0.0,0.0
machine_593719996,0.0,79.0,0.0,0.0
machine_734734574,0.0,79.0,0.0,0.0
machine_77831507,0.0,79.0,0.0,0.0
machine_640014315,0.0,79.0,0.0,0.0
machine_550729206,0.0,79.0,0.0,0.0
machine_508544144,0.0,79.0,0.0,0.0
machine_434615136,0.0,79.0,0.0,0.0
machine_62072988,0.0,79.0,0.0,0.0
machine_167715122,0.0,79.0,0.0,0.0
machine_621449830,0.0,79.0,0.0,0.0
machine_137831973,0.0,79.0,0.0,0.0
machine_840250255,0.0,79.0,0.0,0.0
machine_196333453,0.0,79.0,0.0,0.0
machine_618311892,0.0,79.0,0.0,0.0
machine_621901150,0.0,79.0,0.0,0.0
machine_816824726,0.0,79.0,0.0,0.0
machine_555102788,0.0,79.0,0.0,0.0
machine_634606915,0.0,79.0,0.0,0.0
machine_702329178,0.0,79.0,0.0,0.0
machine_447261197,50.0,79.0,0.0,0.0
machine_703007118,0.0,79.04,0.0,0.0
machine_806523451,0.0,79.07,0.0,0.0
machine_592306788,0.0,79.07,0.0,0.0
machine_456193957,0.0,79.07,0.0,0.0
machine_327285607,0.0,79.07,0.0,0.0
machine_141478082,0.0,79.07,0.0,0.0
machine_550087951,0.0,79.07,0.0,0.0
machine_599459678,0.0,79.07,0.0,0.0
machine_587233303,0.0,79.07,0.0,0.0
machine_389678560,0.0,79.07,0.0,0.0
machine_587703076,0.0,79.07,0.0,0.0
machine_53647971,0.0,79.07,0.0,0.0
machine_162443407,0.0,79.07,0.0,0.0
machine_73746807,0.0,79.07,0.0,0.0
machine_207442256,0.0,79.07,0.0,0.0
machine_641489562,0.0,79.07,0.0,0.0
machine_587625295,0.0,79.07,0.0,0.0
machine_420176538,0.0,79.07,0.0,0.0
machine_216902598,0.0,79.07,0.0,0.0
machine_537429425,0.0,79.07,0.0,0.0
machine_499088424,0.0,79.07,0.0,0.0
machine_195340443,0.0,79.07,0.0,0.0
machine_738817325,0.0,79.07,0.0,0.0
machine_265110581,0.0,79.07,0.0,0.0
machine_666076312,0.0,79.07,0.0,0.0
machine_486042733,0.0,79.07,0.0,0.0
machine_554372997,0.0,79.07,0.0,0.0
machine_341611127,0.0,79.07,0.0,0.0
machine_301465830,0.0,79.07,0.0,0.0
machine_847689403,0.0,79.07,0.0,0.0
machine_255263710,0.0,79.07,0.0,0.0
machine_286067550,0.0,79.07,0.0,0.0
machine_739182726,0.0,79.07,0.0,0.0
machine_758936730,0.0,79.07,0.0,0.0
machine_445040910,0.0,79.07,0.0,0.0
machine_530655345,0.0,79.07,0.0,0.0
machine_558605760,0.0,79.07,0.0,0.0
machine_84650565,0.0,79.07,0.0,0.0
machine_109422376,0.0,79.07,0.0,0.0
machine_290935804,0.0,79.07,0.0,0.0
machine_522600023,0.0,79.07,0.0,0.0
machine_329873699,0.0,79.07,0.0,0.0
machine_332178185,0.0,79.07,0.0,0.0
machine_589131413,0.0,79.07,0.0,0.0
machine_849249958,0.0,79.07,0.0,0.0
machine_205389178,0.0,79.07,0.0,0.0
machine_318919862,0.0,79.07,0.0,0.0
machine_713813125,0.0,79.07,0.0,0.0
machine_102227221,0.0,79.07,0.0,0.0
machine_228444971,0.0,79.07,0.0,0.0
machine_216831661,0.0,79.07,0.0,0.0
machine_837784200,0.0,79.07,0.0,0.0
machine_173451520,0.0,79.07,0.0,0.0
machine_619045246,0.0,79.07,0.0,0.0
machine_358905411,0.0,79.07,0.0,0.0
machine_369478212,0.0,79.07,0.0,0.0
machine_271565483,0.0,79.07,0.0,0.0
machine_513926096,0.0,79.07,0.0,0.0
machine_279270595,0.0,79.07,0.0,0.0
machine_211762219,0.0,79.07,0.0,0.0
machine_744340282,0.0,79.07,0.0,0.0
machine_288396850,0.0,79.07,0.0,0.0
machine_670957924,0.0,79.07,0.0,0.0
machine_174563806,0.0,79.07,0.0,0.0
machine_128118070,0.0,79.07,0.0,0.0
machine_397691144,0.0,79.07,0.0,0.0
machine_601287089,0.0,79.07,0.0,0.0
machine_337158200,0.0,79.07,0.0,0.0
machine_586994483,0.0,79.07,0.0,0.0
machine_283163040,25.0,79.07,0.0,0.0
machine_445697165,0.0,79.07,0.0,0.0
machine_351202167,0.0,79.07,0.0,0.0
machine_217298556,0.0,79.07,0.0,0.0
machine_639099697,0.0,79.07,0.0,0.0
machine_670606751,0.0,79.07,0.0,0.0
machine_848798517,0.0,79.07,0.0,0.0
machine_757065919,0.0,79.07,0.0,0.0
machine_714956096,0.0,79.07,0.0,0.0
machine_782018389,0.0,79.07,0.0,0.0
machine_582180140,0.0,79.07,0.0,0.0
machine_493038128,0.0,79.07,0.0,0.0
machine_426279268,0.0,79.07,0.0,0.0
machine_728531290,0.0,79.07,0.0,0.0
machine_307859736,0.0,79.07,0.0,0.0
machine_490672347,0.0,79.07,0.0,0.0
machine_269480231,0.0,79.07,0.0,0.0
machine_33804227,0.0,79.07,0.0,0.0
machine_678149872,0.0,79.07,0.0,0.0
machine_451918099,0.0,79.07,0.0,0.0
machine_421054645,0.0,79.07,0.0,0.0
machine_41943478,0.0,79.07,0.0,0.0
machine_338394729,0.0,79.07,0.0,0.0
machine_269327620,0.0,79.07,0.0,0.0
machine_461516828,0.0,79.07,0.0,0.0
machine_312805574,0.0,79.07,0.0,0.0
machine_230469390,0.0,79.07,0.0,0.0
machine_795731693,0.0,79.07,0.0,0.0
machine_708473281,0.0,79.07,0.0,0.0
machine_106687810,0.0,79.07,0.0,0.0
machine_733603245,0.0,79.07,0.0,0.0
machine_393454008,0.0,79.07,0.0,0.0
machine_217088422,0.0,79.07,0.0,0.0
machine_559966832,0.0,79.07,0.0,0.0
machine_484227438,0.0,79.07,0.0,0.0
machine_30001251,0.0,79.07,0.0,0.0
machine_61273594,0.0,79.07,0.0,0.0
machine_114629349,0.0,79.07,0.0,0.0
machine_322506953,0.0,79.07,0.0,0.0
machine_89584035,0.0,79.07,0.0,0.0
machine_707055235,0.0,79.07,0.0,0.0
machine_123097251,0.0,79.07,0.0,0.0
machine_322762231,0.0,79.07,0.0,0.0
machine_698644817,0.0,79.07,0.0,0.0
machine_183342438,0.0,79.07,0.0,0.0
machine_338026434,0.0,79.07,0.0,0.0
machine_396998310,0.0,79.07,0.0,0.0
machine_213091437,0.0,79.07,0.0,0.0
machine_573462987,0.0,79.07,0.0,0.0
machine_423512803,0.0,79.07,0.0,0.0
machine_505598178,0.0,79.07,0.0,0.0
machine_198305611,0.0,79.07,0.0,0.0
machine_773174473,0.0,79.07,0.0,0.0
machine_313626947,0.0,79.07,0.0,0.0
machine_182956430,0.0,79.07,0.0,0.0
machine_568320235,0.0,79.07,0.0,0.0
machine_447719170,0.0,79.07,0.0,0.0
machine_175787194,0.0,79.07,0.0,0.0
machine_599039099,0.0,79.07,0.0,0.0
machine_401592902,0.0,79.07,0.0,0.0
machine_60847661,0.0,79.07,0.0,0.0
machine_619672382,0.0,79.07,0.0,0.0
machine_805512645,0.0,79.07,0.0,0.0
machine_543044036,0.0,79.07,0.0,0.0
machine_659211976,0.0,79.07,0.0,0.0
machine_317802181,0.0,79.07,0.0,0.0
machine_604628247,0.0,79.07,0.0,0.0
machine_559861777,0.0,79.07,0.0,0.0
machine_542155157,0.0,79.07,0.0,0.0
machine_287255431,50.0,79.07,0.0,0.0001
machine_601876014,0.0,79.07,0.0,0.0
machine_230240647,0.0,79.07,0.0,0.0
machine_668783043,0.0,79.07,0.0,0.0
machine_94470165,0.0,79.07,0.0,0.0
machine_602985023,0.0,79.07,0.0,0.0
machine_764636980,0.0,79.07,0.0,0.0
machine_805732845,0.0,79.07,0.0,0.0
machine_51774473,0.0,79.07,0.0,0.0
machine_361680881,0.0,79.07,0.0,0.0
machine_498390712,0.0,79.07,0.0,0.0
machine_723056313,0.0,79.07,0.0,0.0
machine_382617014,0.0,79.07,0.0,0.0
machine_518071558,0.0,79.07,0.0,0.0
machine_380753261,0.0,79.07,0.0,0.0
machine_96088854,0.0,79.07,0.0,0.0
machine_564309831,0.0,79.07,0.0,0.0
machine_55355050,0.0,79.07,0.0,0.0
machine_120377848,0.0,79.07,0.0,0.0
machine_375035047,0.0,79.07,0.0,0.0
machine_607787268,0.0,79.07,0.0,0.0
machine_740066412,0.0,79.07,0.0,0.0
machine_382768213,0.0,79.07,0.0,0.0
machine_673785004,0.0,79.07,0.0,0.0
machine_468854117,0.0,79.07,0.0,0.0
machine_66289487,0.0,79.07,0.0,0.0
machine_345739696,0.0,79.07,0.0,0.0
machine_538367108,0.0,79.07,0.0,0.0
machine_635858258,0.0,79.07,0.0,0.0
machine_464423229,0.0,79.07,0.0,0.0
machine_720400068,0.0,79.07,0.0,0.0
machine_657992838,0.0,79.07,0.0,0.0
machine_89032404,0.0,79.07,0.0,0.0
machine_359895504,0.0,79.07,0.0,0.0
machine_760249106,0.0,79.07,0.0,0.0
machine_562543884,0.0,79.07,0.0,0.0
machine_235355232,0.0,79.07,0.0,0.0
machine_674813229,0.0,79.07,0.0,0.0
machine_466896053,0.0,79.07,0.0,0.0
machine_564102949,0.0,79.07,0.0,0.0
machine_336192458,0.0,79.07,0.0,0.0
machine_523041335,0.0,79.07,0.0,0.0
machine_170762607,0.0,79.07,0.0,0.0
machine_602126612,0.0,79.07,0.0,0.0
machine_461290597,0.0,79.07,0.0,0.0
machine_787804506,0.0,79.07,0.0,0.0
machine_704868070,0.0,79.07,0.0,0.0
machine_180939857,0.0,79.07,0.0,0.0
machine_340315765,0.0,79.07,0.0,0.0
machine_414220572,0.0,79.07,0.0,0.0
machine_495692792,0.0,79.07,0.0,0.0
machine_279852154,0.0,79.07,0.0,0.0
machine_741201463,0.0,79.07,0.0,0.0
machine_121647859,0.0,79.07,0.0,0.0
machine_110144074,0.0,79.07,0.0,0.0
machine_790495086,0.0,79.07,0.0,0.0
machine_624821494,0.0,79.07,0.0,0.0
machine_115444747,0.0,79.07,0.0,0.0
machine_752158406,0.0,79.07,0.0,0.0
machine_375134773,0.0,79.08,0.0,0.0
machine_473154977,0.0,79.08,0.0,0.0
machine_249221700,0.0,79.08,0.0,0.0
machine_448503150,0.0,79.08,0.0,0.0
machine_71868920,0.0,79.08,0.0,0.0
machine_53189801,0.0,79.08,0.0,0.0
machine_360694549,0.0,79.08,0.0,0.0
machine_781684450,0.0,79.08,0.0,0.0
machine_372347450,0.0,79.08,0.0,0.0
machine_389271365,0.0,79.08,0.0,0.0
machine_94072056,0.0,79.08,0.0,0.0
machine_237866028,0.0,79.08,0.0,0.0
machine_61465962,0.0,79.08,0.0,0.0
machine_530640890,0.0,79.08,0.0,0.0
machine_115783741,0.0,79.08,0.0,0.0
machine_805545611,0.0,79.08,0.0,0.0
machine_216623990,0.0,79.08,0.0,0.0
machine_299919820,0.0,79.08,0.0,0.0
machine_650634274,0.0,79.08,0.0,0.0
machine_154131417,0.0,79.08,0.0,0.0
machine_421666899,0.0,79.08,0.0,0.0
machine_738796137,0.0,79.08,0.0,0.0
machine_523399503,0.0,79.08,0.0,0.0
machine_73485958,0.0,79.08,0.0,0.0
machine_627624512,0.0,79.08,0.0,0.0
machine_211510972,0.0,79.08,0.0,0.0
machine_844771809,0.0,79.08,0.0,0.0
machine_303375208,0.0,79.08,0.0,0.0
machine_465535008,0.0,79.08,0.0,0.0
machine_730554625,0.0,79.08,0.0,0.0
machine_621412521,0.0,79.08,0.0,0.0
machine_529618862,0.0,79.08,0.0,0.0
machine_341662269,0.0,79.08,0.0,0.0
machine_529125407,0.0,79.08,0.0,0.0
machine_31540738,0.0,79.08,0.0,0.0
machine_535115352,0.0,79.08,0.0,0.0
machine_311873177,0.0,79.08,0.0,0.0
machine_776271103,0.0,79.08,0.0,0.0
machine_802522789,30.0,79.08,0.0,0.0
machine_197526828,16.65,79.08,0.0,0.0
machine_29393248,0.0,79.08,0.0,0.0
machine_433092385,0.0,79.08,0.0,0.0
machine_481184636,0.0,79.08,0.0,0.0
machine_434902922,0.0,79.08,0.0,0.0
